Case,Time
46382,0.3579704980002134
768480,0.004651941999327391
9476408,15.998653831004049
36780482,677.4391772469971
562390848,0.17059192699525738
1894083630,0.0
65398261922,0.0
364879542900,0.0
8590365927554,0.0
28564333765950,0.0
12345678910112,0.0
