Case,Time
46381,0.025018127999942408
768479,0.010286666999945737
9476407,0.007271900999967329
36780481,0.00527757500003645
562390847,0.01077376099999583
1894083629,0.007707036000056178
65398261921,0.008920490000036807
364879542899,0.00810198599992873
8590365927553,0.00804837900000166
28564333765949,0.008430296000028648
12345678910111,0.008910735999961616
