Case,Time
46381,0.03105601300012495
768479,0.02068395500009501
9476407,0.06404197200004091
36780481,0.044292920000089
562390847,0.031680981000135944
1894083629,0.04902398099989114
65398261921,0.031993891999945845
364879542899,0.044317201000012574
8590365927553,0.06460452200008149
28564333765949,0.0205879290001576
12345678910111,0.02784023000003799
